Composer,Title,Attribution Level,Genre,nPVI_Entire,Nine_Eight,pitch_correlation,pitch_entropy,parallel_motion,similar_motion,oblique_motion,FILENAME,t1_1,t1_2,t1_3,t1_4,t1_5,t1_6,t1_7,t2_1,t2_2,t2_3,t2_4,t2_5,t2_6,t2_7,t3_1,t3_2,t3_3,t3_4,t3_5,t3_6,t3_7,t4_1,t4_2,t4_3,t4_4,t4_5,t4_6,t4_7,t5_1,t5_2,t5_3,t5_4,t5_5,t5_6,t5_7,t6_1,t6_2,t6_3,t6_4,t6_5,t6_6,t6_7,t7_1,t7_2,t7_3,t7_4,t7_5,t7_6,t7_7,
Palestrina_Giovanni Perluigi da,552.Gloria.krn,,Mass,108.857,1,0.71942213,6.11111,0.143730887,16.3,42.31,552.Gloria.krn,5.405,3.346,0.772,0.901,1.416,2.188,4.376,3.218,4.118,3.732,0.129,1.673,0.129,1.416,3.089,3.218,3.475,2.831,0.772,0.515,0,0.257,2.188,3.218,1.03,3.475,0.257,0,1.931,0.386,2.317,3.861,8.494,3.218,0.515,0.386,0.644,0,1.287,3.475,2.317,2.831,4.247,0.386,0.386,0,1.416,2.317,2.445,
Palestrina_Giovanni Perluigi da,5638.Credo.krn,,Mass,109.299,1,0.78433459,6.39977,0.118518519,17.51,40.34,5638.Credo.krn,4.996,4.505,0.983,0.819,1.065,1.966,4.013,4.586,4.423,3.849,0.491,1.065,0.41,1.392,1.638,4.177,2.048,3.358,0.737,0.41,0.082,0.491,0.901,3.44,3.194,4.013,0.491,0.082,1.31,0.819,1.638,3.358,5.405,3.931,0.246,0.655,0.737,0.41,0.901,3.849,3.112,3.522,4.668,0.246,0.328,0.328,0.164,2.785,1.966,
Palestrina_Giovanni Perluigi da,5733.Agnus_I.krn,,Mass,119.334,3,0.757012503,6.26878,0.197707736,12.66,65.54,5733.Agnus_I.krn,2.844,4.892,0.796,0.91,1.138,1.706,4.437,4.209,2.389,6.371,0.341,1.934,0.455,0.569,3.072,4.664,2.048,3.754,0.114,1.82,0,0.114,1.365,3.413,1.138,4.209,0.341,0,2.162,0.569,1.138,3.185,3.754,5.347,0,1.138,2.048,0.228,1.138,4.551,2.275,3.641,5.006,0,0.228,0,0.569,3.299,0.683,
Palestrina_Giovanni Perluigi da,5779.Kyrie.krn,,Mass,127.257,1,0.661691736,6.05038,0.189189189,15.37,59.82,5779.Kyrie.krn,5.148,4.247,0.772,1.802,1.802,0.901,5.277,5.534,1.802,2.831,0.257,1.03,0,1.931,1.416,5.534,1.158,2.703,0.257,0.129,0.644,1.416,0.644,4.762,0.901,4.376,0.257,1.03,2.574,0.129,1.287,6.049,6.564,3.218,0.644,0.386,0.515,0,1.03,4.376,0.386,2.059,4.376,0.129,1.287,0.386,1.416,3.732,0.901,
Palestrina_Giovanni Perluigi da,578.Agnus_I.krn,,Mass,121.186,0,0.637474258,6.21431,0.171875,11.58,66.33,578.Agnus_I.krn,2.309,4.618,1.732,0.866,0.722,0.289,3.175,3.319,2.597,3.175,1.587,1.732,0,0.722,1.443,3.896,2.165,3.463,1.876,0.144,0.866,0.577,1.01,2.886,2.02,3.896,0.866,1.299,1.443,0.433,2.165,3.608,5.051,3.752,3.608,0.433,0.289,0.289,0.433,3.896,0.289,3.175,4.762,1.299,0.722,1.01,3.319,3.463,3.319,
Palestrina_Giovanni Perluigi da,5856.Sanctus.krn,,Mass,135.074,0,0.66679859,6.02907,0.131313131,11.99,61.72,5856.Sanctus.krn,6.31,4.115,0.137,2.332,1.235,1.783,4.115,3.704,1.509,3.429,0.686,0.96,0.137,0.686,0.686,2.743,0.274,4.252,0.137,0,0.412,1.92,1.646,3.704,3.292,5.898,0.549,0.549,2.332,0.412,1.235,4.938,2.606,5.761,0.412,0.137,0.686,0,1.783,4.938,1.509,4.115,4.801,0.274,0.137,0.686,1.235,3.567,1.235,
Palestrina_Giovanni Perluigi da,5884.Gloria.krn,,Mass,132.639,1,0.659183066,6.4404,0.118126273,14.36,55.92,5884.Gloria.krn,4.573,4.771,0.099,1.093,0.596,1.59,4.274,4.672,3.082,3.777,1.889,0.398,0.199,0.895,0.497,3.678,0.497,4.076,0.895,0.199,0,0.994,1.491,4.672,3.38,4.274,0.696,0.795,0.696,0.497,1.292,4.771,3.28,4.374,1.193,1.392,0.298,0,0.596,5.368,1.69,3.877,4.573,0.398,0,0.497,0.994,4.573,1.59,
Palestrina_Giovanni Perluigi da,5902.Agnus_I.krn,,Mass,117.463,1,0.642244801,5.87594,0.111111111,15.56,62.22,5902.Agnus_I.krn,2.743,5.736,0.249,0.748,0.499,1.746,5.985,5.736,2.494,5.736,0,1.746,0.249,0.249,0.748,5.736,1.496,5.237,0.249,0.249,0,0.249,0.748,5.486,0.499,4.489,0.499,0,2.244,0.499,0.998,4.738,1.247,3.99,0,0.748,0.499,0.249,0.499,4.988,2.494,5.486,5.736,0,0,0,0.499,5.237,0.249,
Palestrina_Giovanni Perluigi da,5987.Kyrie_II.krn,,Mass,128.614,5,0.635529265,5.58491,0.235955056,11.37,62.77,5987.Kyrie_II.krn,2.951,3.819,0,1.042,1.389,0.868,2.604,2.431,6.944,3.646,0.347,1.91,0,2.083,0.347,2.257,0.174,3.125,0,0,0.174,0.694,2.083,1.215,4.861,4.861,0.174,2.431,2.083,1.91,0.521,4.167,4.34,5.035,0.174,0,0,0,1.389,4.514,2.257,4.688,4.167,0.694,0.694,0.694,1.736,4.861,3.646,
Palestrina_Giovanni Perluigi da,6060.Agnus.krn,,Mass,112.944,1,0.734106951,5.70156,0.142857143,14.63,62.6,6060.Agnus.krn,4.612,5.825,1.699,0.971,0.971,1.699,4.854,4.854,0.485,7.039,0.485,0.243,0.728,0,2.184,5.825,0.243,4.369,0.728,0.485,0,0.243,0,5.34,0.971,5.825,1.456,0,0.971,0.728,1.214,5.34,3.155,4.369,0,0.971,0.243,0,0.728,4.369,0.971,4.854,6.553,0,0,0,0.243,2.913,0.243,
Palestrina_Giovanni Perluigi da,6174.Gloria.krn,,Mass,118.859,3,0.649971074,6.60246,0.132440476,17.42,55.39,6174.Gloria.krn,3.693,4.801,0.886,0.812,0.665,1.994,5.761,5.982,1.551,5.244,0.369,0.148,0.443,0.222,1.182,5.465,1.256,4.505,0.517,0.517,0,0.295,0.886,5.318,0.96,4.653,0.148,0,1.329,0.222,1.108,4.653,2.659,5.761,0.074,0.739,0.517,0.148,0.443,6.573,2.068,4.431,4.874,0.222,0.222,0,0.739,4.284,0.665,
Palestrina_Giovanni Perluigi da,618.Agnus_II.krn,,Mass,134.847,2,0.679253748,6.07621,0.248945148,17.67,59.57,618.Agnus_II.krn,5.179,3.036,0.714,1.607,2.857,0.179,8.036,7.321,0.357,2.857,0.179,0.893,0,0.179,1.25,6.25,0.536,2.857,0,0.357,0.357,2.5,0.179,6.607,1.964,4.107,1.071,0.179,3.036,0.536,0.893,8.036,3.393,2.679,0,0.179,0,0,0.714,7.321,0.536,1.071,3.036,0.714,0.357,0.357,0.179,5,0.357,
Palestrina_Giovanni Perluigi da,6209.Agnus_I.krn,,Mass,133.736,3,0.645478343,5.91527,0.142857143,13.07,64.41,6209.Agnus_I.krn,4.632,6.267,1.907,0.272,2.18,0,5.177,6.812,1.907,4.905,1.09,0.545,0,0.545,0.272,5.45,0.817,4.087,0,0,0.272,0.272,0.272,2.18,0,7.084,0,0.272,2.18,1.907,1.09,4.36,5.45,3.815,1.907,0,0.272,0,0,4.905,0.545,2.725,6.54,0.545,0,0.272,0.272,4.087,1.907,
Palestrina_Giovanni Perluigi da,6413.Sanctus.krn,,Mass,155.692,1,0.714939177,4.994,0.105263158,12.22,66.52,6413.Sanctus.krn,7.377,1.639,7.377,1.639,0,1.639,4.918,4.918,0.82,0.82,0,0,0,0.82,3.279,4.098,1.639,4.098,0,0.82,0,0.82,0,4.918,2.459,3.279,2.459,0,0,0,0,4.918,0.82,3.279,2.459,1.639,0.82,0,0.82,6.557,4.098,3.279,4.918,0,0,0.82,0.82,4.918,0,
Palestrina_Giovanni Perluigi da,6480.Agnus_I.krn,,Mass,124.406,1,0.795578556,5.96185,0.188172043,14.99,62.17,6480.Agnus_I.krn,3.325,2.558,0.512,1.535,0.512,1.79,4.859,4.604,0.256,3.836,0,0.767,0,0.512,1.79,5.371,2.302,4.348,0.767,1.023,0.767,0.767,1.279,6.138,1.535,4.092,0.512,1.535,0.767,0,2.302,6.65,1.023,4.348,0.512,0,0,0.767,2.046,7.417,0.767,3.325,4.859,0.512,0.767,0,1.023,4.859,0.767,
Palestrina_Giovanni Perluigi da,6531.Gloria.krn,,Mass,129.188,2,0.62975345,6.6453,0.189368771,13.33,55.84,6531.Gloria.krn,8.622,4.376,0.327,1.764,0.653,1.894,4.311,4.572,2.417,2.939,0.784,0.523,0.261,0.588,0.784,3.07,2.155,3.396,0.457,0.131,0,1.045,0.849,3.854,4.376,4.703,0.392,0.457,1.568,0.392,0.914,4.05,3.658,4.703,0.196,0.98,0.653,0,0.914,5.16,3.005,3.658,3.788,0.196,0.131,0.131,0.523,4.572,1.11,
Palestrina_Giovanni Perluigi da,6597.Sanctus.krn,,Mass,130.116,3,0.568460564,5.83201,0.178294574,12.23,62.53,6597.Sanctus.krn,10.197,2.862,2.147,2.504,0.716,0.894,4.651,3.578,0.179,3.757,0,0.179,0,0.179,1.431,4.293,0.716,5.546,0.358,0.179,0,3.399,0,5.009,3.578,6.082,1.789,0,1.61,0.358,1.431,4.83,4.83,4.83,0.358,0.179,0,0,1.968,6.261,0.358,1.789,3.578,0.179,0,0,0.179,2.683,0.358,
Palestrina_Giovanni Perluigi da,6601.Sanctus.krn,,Mass,138.877,2,0.744256369,6.10064,0.163934426,12.93,59.67,6601.Sanctus.krn,4.762,5.291,1.235,1.94,1.587,0,5.115,5.291,1.587,4.586,0.176,0.882,0,0.882,0.705,5.644,1.411,5.291,0,0,0.176,0.882,0.176,3.704,1.411,6.349,0.176,1.058,3.88,0.353,1.411,4.409,4.056,4.938,0.353,0,0.176,0,0.353,5.115,1.411,2.293,5.115,0,0.882,0.176,1.235,2.646,0.882,
Palestrina_Giovanni Perluigi da,6657.Agnus.krn,,Mass,143.989,1,0.649589038,6.01282,0.149253731,11.25,66.59,6657.Agnus.krn,4.884,4.186,0.698,2.326,0,1.86,3.721,4.884,0.233,3.023,0,0,0,0.93,1.395,3.953,0.465,6.047,0.233,1.163,0,1.163,0,7.209,4.186,4.419,2.558,0.465,1.163,0,1.163,5.814,1.628,5.116,0,0.465,0.698,0.233,2.093,7.209,1.628,3.256,5.116,0.233,0.233,0,0.233,2.791,0.93,
Palestrina_Giovanni Perluigi da,6687.Agnus_I.krn,,Mass,122.845,0,0.722710257,5.88638,0.172222222,18.6,50.7,6687.Agnus_I.krn,3.981,5.386,0.703,0,1.405,1.639,4.684,4.684,1.639,5.855,0,1.874,0,0.703,1.405,6.557,0.468,6.089,0.234,0,0,0.234,0,4.918,0.468,6.089,0.234,0,2.108,0.468,3.044,5.152,3.513,5.386,0,0.234,0.703,0,0.234,5.152,0.937,3.981,5.386,0,0,0,0.234,3.513,0.703,
Palestrina_Giovanni Perluigi da,6692.Agnus.krn,,Mass,130.375,1,0.896975103,6.15719,0.170103093,14.3,67.38,6692.Agnus.krn,4.612,4.612,0.728,0.728,0.485,0.485,6.068,6.068,1.456,2.913,1.456,0.728,0,0.728,0.971,5.097,0.971,3.398,0.243,0,0,0.728,0.728,4.612,2.184,6.068,0.243,0.243,0.728,0.243,1.456,5.097,3.641,5.097,0.485,0.971,0,0.243,0.728,5.825,0.728,4.369,4.612,0,0,0.728,0.728,6.311,1.456,
Palestrina_Giovanni Perluigi da,6752.Gloria.krn,,Mass,128.207,3,0.864786391,6.58406,0.123989218,14.2,57.61,6752.Gloria.krn,3.453,4.696,1.243,0.207,0.76,0.069,5.663,5.249,1.036,3.798,0.414,0.76,0,1.243,1.727,6.215,3.315,3.936,0.276,0.691,0.207,0.276,0.483,4.075,0.76,4.351,0.483,0.691,0.691,0,1.312,5.387,6.285,4.075,1.381,0,0,0.276,0.138,5.318,1.105,2.762,4.144,0.414,2.348,0.207,1.865,3.246,2.97,
Palestrina_Giovanni Perluigi da,6819.Agnus_II.krn,,Mass,118.658,1,0.55348181,5.8641,0.132075472,15.53,51.48,6819.Agnus_II.krn,9.208,4.236,0.552,1.657,0.368,3.315,4.052,3.315,1.473,4.236,0,1.105,0.184,0.552,0.921,3.683,3.315,5.709,0.552,0.368,0,0.184,1.105,4.42,0.552,5.709,0.184,0,4.788,0,1.842,3.867,6.446,3.867,0.184,1.105,0.368,0,0.184,5.525,0.184,2.947,3.683,0,0.368,0,1.105,2.578,0,
Palestrina_Giovanni Perluigi da,6942.Benedictus.krn,,Mass,113.346,1,0.795147329,5.97594,0.07480315,17.78,58.81,6942.Benedictus.krn,2.642,5.691,0.813,0,2.033,1.016,4.675,4.065,4.472,5.081,0.203,2.236,0.203,1.626,1.016,4.878,0.813,5.488,0,0,0.203,0,1.016,3.455,0.407,6.504,0,0,1.829,1.22,2.439,4.675,5.488,4.268,1.016,0,0.203,0,0.61,3.862,0.61,3.862,7.114,0.203,0.407,0,0.203,3.252,0.203,
Palestrina_Giovanni Perluigi da,6947.Sanctus.krn,,Mass,121.83,1,0.83301881,6.11315,0.166666667,12.95,59.05,6947.Sanctus.krn,3.212,5.353,0.642,0.642,0,0.857,3.854,4.497,2.355,2.998,0.214,0,0.428,2.355,2.141,2.355,2.141,4.711,0,0.642,0,0,0.428,5.782,4.069,5.782,1.285,0,0,0,0.214,5.996,1.927,4.069,0,0.857,0.214,0.214,4.283,4.711,5.996,3.212,4.711,0.428,0,0.428,0,4.069,1.927,
Palestrina_Giovanni Perluigi da,702.Kyrie.krn,,Mass,118.952,2,0.475079243,6.28029,0.18202765,15.3,57.45,702.Kyrie.krn,3.996,4.282,0.761,0.666,0.666,1.618,5.709,4.472,1.427,4.853,0,0.951,0.285,0.381,1.522,5.519,1.427,4.567,0.381,0.285,0,0.666,0.666,4.853,0.666,5.233,0.381,0,1.713,0.476,1.903,5.614,5.709,5.138,0,0.571,0.19,0.285,0.856,6.755,1.237,3.616,4.091,0.381,0.095,0,0.856,3.996,0.285,
Palestrina_Giovanni Perluigi da,7084.Benedictus.krn,,Mass,106.115,0,0.113451813,5.92063,0.057268722,15.11,54.67,7084.Benedictus.krn,5.353,2.676,0.487,0.73,0.487,0.487,5.839,6.326,0.487,3.406,0,0.73,0,0,0.487,7.543,2.433,4.623,0.487,0.243,0.487,0,0.487,6.083,0.973,5.109,0.73,1.217,2.19,0,1.217,8.029,6.083,4.38,0.243,0,0,0,0.243,7.299,1.46,1.217,2.676,0,2.19,0,0.487,2.92,1.46,
Palestrina_Giovanni Perluigi da,7183.Agnus_I.krn,,Mass,117.753,1,0.898308552,5.78444,0.151832461,16.99,56.53,7183.Agnus_I.krn,1.044,4.439,1.305,0,0,1.567,5.222,7.05,1.305,3.394,0,0,0.261,0.522,0.522,4.178,1.044,7.572,0,0.783,0.522,0,0.261,5.483,0.783,4.961,3.394,0.522,0,0,1.828,5.483,0.261,5.222,0.261,0.522,1.044,0.783,0.522,7.833,3.133,4.439,5.222,0.783,0.522,0.522,0,4.961,0.522,
Palestrina_Giovanni Perluigi da,7281.Gloria.krn,,Mass,124.945,1,0.66382079,6.58003,0.121546961,15.11,59.78,7281.Gloria.krn,5.49,3.961,1.876,1.737,1.807,1.042,7.575,5.212,0.347,3.961,0,0.417,0,0.695,2.432,5.629,1.737,4.17,0.139,0.347,0.278,1.32,0.973,4.656,1.668,3.892,0.278,0,2.085,0.069,1.807,4.1,4.17,3.683,0.486,0,0,0.417,0.417,5.837,0.903,2.502,6.185,0,0.486,0,1.112,3.614,0.486,
Palestrina_Giovanni Perluigi da,7330.Kyrie.krn,,Mass,107.697,0,0.760824279,6.2021,0.15,16.67,59.36,7330.Kyrie.krn,3.647,4.415,0,1.344,0.576,1.536,6.718,5.182,0.384,4.607,0,0.768,0,1.344,1.344,4.607,1.536,4.223,0.384,1.344,0,0.384,0.96,5.182,0.768,4.798,0.384,0,1.344,0,1.919,5.182,2.303,4.99,0.192,0.768,0.96,0.192,0.576,6.91,1.919,4.031,6.142,0.192,0.384,0,0.192,5.182,0.192,
Palestrina_Giovanni Perluigi da,7331.Agnus_III.krn,,Mass,127.212,1,0.740271253,6.64556,0.068965517,14.51,66.01,7331.Agnus_III.krn,6.383,4.062,0.193,0.774,0.58,1.161,3.095,4.255,1.161,3.095,0.967,0.387,0,0.58,0.58,2.708,1.547,5.803,0.193,0.193,0,1.547,0.967,5.803,5.416,4.642,1.161,0.387,0.58,0.774,0.774,5.029,3.482,5.803,0.58,0.58,0.387,0,2.708,5.029,3.868,3.095,2.901,0.387,0,0.193,1.547,2.901,1.741,
Palestrina_Giovanni Perluigi da,74.Gloria.krn,,Mass,122.896,0,0.906040353,6.67621,0.088414634,15.28,58.56,74.Gloria.krn,3.917,4.636,0.879,0.08,0.799,0.959,6.395,5.915,1.359,5.356,0,0.639,0.24,0.56,1.359,6.155,3.437,4.716,0.56,0.56,0,0.08,0.719,5.036,1.119,5.276,0,0.08,1.759,0.4,1.679,5.596,2.878,4.077,0.08,0.24,0.56,0.16,0.56,5.516,1.839,3.197,4.396,0.16,0.24,0,1.279,3.997,0.56,
Palestrina_Giovanni Perluigi da,7534.Agnus_II.krn,,Mass,131.949,2,0.623953875,5.78245,0.164179104,14.08,60.61,7534.Agnus_II.krn,3.239,5.87,0.405,0.405,0.607,1.215,5.668,6.478,3.441,5.061,0.81,0.607,0.202,1.215,0.405,6.073,1.215,2.429,2.632,0.202,0,0.202,0.405,5.668,0,4.251,1.012,0,1.215,1.215,1.012,6.275,2.429,5.466,0,1.619,0.405,0,1.417,7.085,0.81,2.227,3.846,0,0.202,0,0.202,4.656,0.202,
Palestrina_Giovanni Perluigi da,7536.Agnus_II.krn,,Mass,139.194,1,0.813870446,6.12842,0.148550725,13.87,60.99,7536.Agnus_II.krn,3.764,4.419,0.982,0.164,0.655,0.327,4.746,6.219,3.437,3.11,1.146,0.327,0,0.982,0.818,6.219,3.273,3.273,0,0.327,0,0.327,0.818,3.273,0.818,6.219,0,0.164,0.655,0.164,1.146,6.219,6.874,4.746,1.8,0,0.327,0,0.164,6.383,0.164,3.764,4.255,0,0.327,0,0.491,5.728,0.982,
Palestrina_Giovanni Perluigi da,7592.Benedictus.krn,,Mass,110.118,0,0.793542139,6.02482,0.089219331,9.51,60.08,7592.Benedictus.krn,8.072,3.46,0.165,0.659,1.483,0.494,4.942,2.471,3.295,4.283,0.329,2.142,0.165,0.824,0.329,4.283,2.306,2.801,0.824,0.494,0,0.824,0,3.13,2.306,4.119,0.659,0,2.801,1.483,1.153,2.965,7.084,5.107,0,1.318,0.494,0,1.153,4.613,2.636,3.954,4.778,0.165,0.494,0,0,4.119,0.824,
Palestrina_Giovanni Perluigi da,7763.Agnus_II.krn,,Mass,139.749,1,0.85889015,6.04596,0.162037037,11.4,63.49,7763.Agnus_II.krn,3.594,2.537,1.057,1.691,0,0.846,4.863,3.594,1.48,2.537,0,0,0.634,0,1.48,2.96,3.805,3.805,0.211,1.057,0.423,0.846,0.211,4.651,5.074,4.651,2.537,0.211,0.211,0,0.211,4.651,0.423,5.497,0,0.211,0.211,1.268,1.691,5.497,5.92,6.342,5.497,0.423,0.423,0.423,0.423,5.074,0.846,
Palestrina_Giovanni Perluigi da,7819.Gloria.krn,,Mass,120.31,1,0.890856792,6.68648,0.137529138,13.66,57.54,7819.Gloria.krn,4.687,3.844,1.527,1.58,0.105,1.159,4.529,5.371,0.895,3.686,0.632,0,0.053,0.421,0.685,4.739,2.791,4.634,0.105,1.422,0.579,0.843,0.685,5.371,4.107,4.371,1.001,0.843,0.527,0,0.579,4.529,1.58,4.055,0.737,0.737,0.316,0.369,1.106,5.74,1.738,3.476,5.529,0.685,0.685,0.579,0.579,3.739,2.054,
Palestrina_Giovanni Perluigi da,7867.Agnus_II.krn,,Mass,130.759,0,0.693944595,6.22886,0.24567474,14.61,58.38,7867.Agnus_II.krn,3.802,4.309,1.014,1.267,1.774,0.253,5.83,5.703,2.028,3.929,1.141,0.76,0,0.887,1.267,5.703,1.267,3.042,0,0.253,0,0.887,1.267,4.563,1.394,4.563,0.127,0.253,1.774,1.014,0.634,6.084,3.929,4.056,1.521,0.76,0.127,0.127,0.253,6.464,0.38,2.788,4.309,0,0.253,0,1.267,5.703,1.267,
Palestrina_Giovanni Perluigi da,7915.Credo.krn,,Mass,102.111,2,0.882858508,6.31436,0.099250936,19.02,45.09,7915.Credo.krn,5.782,3.146,0.34,2.126,0.765,2.211,3.827,4.167,1.871,3.741,0.34,0.17,0.085,0.51,0.425,3.061,1.361,5.102,0.51,0.17,0,1.02,1.786,4.677,4.762,3.571,0.85,0.425,1.446,0.085,0.85,4.252,4.337,4.677,0.34,0.85,0.51,0.085,1.105,5.272,2.721,5.102,4.592,0.17,0,0.34,1.105,3.997,1.361,
Palestrina_Giovanni Perluigi da,7932.Agnus_I.krn,,Mass,131.12,3,0.620188861,6.21077,0.114624506,15.15,62.45,7932.Agnus_I.krn,5.964,3.976,0.994,1.988,1.193,0.596,7.555,6.163,0.199,3.579,0,0,0,0.596,0.795,6.163,1.988,3.579,0.596,1.193,0.199,1.988,0,4.97,1.392,3.579,0.994,0.398,2.783,0,0.795,6.163,4.374,2.783,0,0,0.199,0.795,0.199,6.958,1.59,1.988,4.175,0,1.392,0,0.596,4.573,0,
Palestrina_Giovanni Perluigi da,7984.Gloria.krn,,Mass,135.264,1,0.70745606,6.6371,0.130434783,14.61,55,7984.Gloria.krn,5.308,4.584,0.362,0.844,0.724,1.99,5.187,4.222,2.413,5.308,0.121,1.327,0.181,0.724,0.965,4.704,2.955,3.619,0.724,0.483,0,0.422,0.905,3.317,1.508,4.644,0.121,0,2.111,0.483,1.749,4.343,5.85,4.704,0.181,0.724,0.724,0.121,0.422,4.825,2.051,3.8,4.584,0.362,0.181,0,1.206,3.378,0.543,
Palestrina_Giovanni Perluigi da,8003.Gloria.krn,,Mass,113.035,0,0.606500893,6.47471,0.189300412,19.53,49.23,8003.Gloria.krn,6.971,3.641,0.232,2.169,0.93,1.627,3.718,3.873,2.246,3.796,0.077,0.542,0.232,0.542,0.542,3.563,1.782,4.493,0.31,0.232,0,1.239,1.317,4.415,3.95,4.802,0.542,0.542,1.704,0.31,0.542,4.802,5.345,5.035,0.465,0.465,0.155,0.077,0.852,5.732,1.394,4.26,4.26,0.155,0,0.542,0.697,3.95,0.93,
Palestrina_Giovanni Perluigi da,814.Kyrie.krn,,Mass,102.67,1,0.626532592,6.20378,0.233201581,19.39,55.53,814.Kyrie.krn,2.688,5.018,1.254,0.896,1.613,0,7.527,7.527,0.896,3.763,0.179,1.075,0,1.613,0.717,8.065,1.613,3.584,0,0,0.179,1.075,0.358,4.659,1.254,3.763,0.179,0.179,1.434,0.358,1.075,5.018,3.047,3.943,1.792,0.179,0.179,0,0.358,5.556,0,2.867,5.376,0,1.434,0.358,1.613,5.018,0.717,
Palestrina_Giovanni Perluigi da,818.Agnus_I.krn,,Mass,132.234,5,0.600224808,5.93605,0.17535545,12.22,62.1,818.Agnus_I.krn,6.858,3.097,1.549,1.991,1.991,0.221,4.425,4.204,0.221,3.761,0.442,0.221,0,0.221,1.106,5.531,1.327,4.425,0.442,0.885,0.221,2.655,0.221,6.195,3.319,4.646,0.664,0.442,2.212,0,0.885,5.752,5.088,5.31,0.664,0,0,0,0.442,7.301,1.77,1.549,4.204,0,0.442,0,0.442,2.212,0.442,
Palestrina_Giovanni Perluigi da,8226.Gloria.krn,,Mass,119.033,4,0.68652705,6.31041,0.121338912,12.85,54.04,8226.Gloria.krn,4.416,2.65,2.257,0.393,1.766,0.491,5.594,4.907,1.276,3.14,0.196,0.393,0,0.196,0.883,6.575,5.888,4.22,0.393,0.393,0.589,0.491,0,3.435,2.257,4.024,0.687,0.785,1.178,0,1.57,3.533,6.869,3.435,0.883,0.294,0,0.393,0.491,4.22,0.883,2.061,5.496,0,1.472,0.294,0.981,2.453,5.201,
Palestrina_Giovanni Perluigi da,8309.Gloria.krn,,Mass,124.259,2,0.722064636,6.7679,0.221098266,13.83,58.6,8309.Gloria.krn,7.112,3.1,1.641,1.155,0.973,1.459,6.201,5.897,0.365,2.067,0.182,0.122,0,0.304,1.155,4.802,1.884,4.255,0.547,0.426,0.122,1.094,0.669,4.985,4.316,4.438,1.459,0.486,1.277,0.122,1.702,5.41,3.587,3.465,0.122,0.426,0,0.182,1.155,6.261,1.702,2.371,5.289,0.061,0.365,0.608,0.122,3.283,1.277,
Palestrina_Giovanni Perluigi da,8384.Agnus_I.krn,,Mass,127.12,0,0.575144488,6.0642,0.196261682,16.43,57.14,8384.Agnus_I.krn,4.115,3.086,1.44,0.823,1.029,0.206,5.761,4.733,1.029,3.292,0,1.029,0,1.44,1.029,6.584,4.527,5.761,0.206,0.617,0.617,0.412,0.823,4.938,0.823,4.938,0,0.412,1.235,0.206,1.852,4.321,4.938,3.909,0.823,0,0,0,0.617,4.321,0.412,3.498,4.115,0,2.881,0.206,1.029,3.704,2.263,
Palestrina_Giovanni Perluigi da,8547.Agnus_I.krn,,Mass,123.32,1,0.899889148,5.92176,0.095744681,15.09,62.02,8547.Agnus_I.krn,5.04,6.101,0.265,2.122,0.531,1.061,5.836,6.897,1.857,4.509,0.796,0.265,0.531,0.531,0.796,5.04,0.265,3.979,0,0.531,0,0,0.265,5.04,1.592,4.775,0.531,1.326,2.653,0.265,0.265,3.183,1.592,5.57,0,0,1.061,0.796,1.326,6.101,1.061,3.448,6.101,0.265,0,0.531,0,4.244,1.061,
Palestrina_Giovanni Perluigi da,8553.Kyrie.krn,,Mass,121.174,0,0.87722569,5.9637,0.084577114,13.19,60.44,8553.Kyrie.krn,6.173,6.42,0.494,1.481,1.728,0.494,5.432,7.407,1.975,3.704,0,1.728,0,0.741,0.988,5.432,0.247,2.963,0,0.247,0,0.247,0.988,5.185,1.975,3.951,1.235,0,2.222,0,0.741,4.691,2.963,5.185,0,0,0.247,0,2.469,4.938,1.481,3.951,5.679,0,0,0,0.247,3.951,0,
Palestrina_Giovanni Perluigi da,8804.Sanctus.krn,,Mass,126.345,0,0.906466775,5.95688,0.101449275,13.53,59.71,8804.Sanctus.krn,2.195,3.902,0,2.195,0.488,2.439,5.366,4.39,1.22,4.39,1.22,0.732,0.244,0.244,0.488,4.634,0.244,4.634,0.488,0.488,0,0.732,1.707,5.854,2.927,4.878,0,0.488,1.951,0.488,0.732,5.122,2.927,5.122,0.488,1.463,0.244,0,0.732,6.585,0.976,4.634,4.878,0,0,0.244,0.732,5.854,0.244,
Palestrina_Giovanni Perluigi da,8810.Agnus_I.krn,,Mass,121.544,1,0.761423656,6.05163,0.183098592,11.55,63.68,8810.Agnus_I.krn,8.454,4.742,0.825,0.825,1.031,0.619,4.33,5.155,0.825,3.711,0.412,0,0,0.825,0.619,4.536,1.649,4.33,0,0.412,0.206,1.031,0.619,4.948,4.536,5.773,1.031,1.031,0.825,0,0.619,5.773,3.505,5.155,0.206,0,0,0,1.443,4.948,1.031,3.505,5.361,0.206,0.206,0.825,0.412,2.887,0.619,
Palestrina_Giovanni Perluigi da,8904.Gloria.krn,,Mass,120.288,0,0.629761963,6.68472,0.096715328,11.42,56.69,8904.Gloria.krn,7.565,2.92,0.133,1.858,1.128,1.46,3.583,2.853,4.711,2.588,0.73,1.062,0.332,0.597,0.597,2.123,1.659,3.185,0.265,0.265,0,1.858,0.995,2.986,6.901,4.048,0.863,0.664,1.659,0.929,0.597,3.782,6.105,3.915,0.597,0.929,0.664,0.199,0.995,4.18,3.251,3.251,3.119,0.133,0,0.531,0.995,3.849,2.389,
